"","language","age","measure","uni_lemma","words","prop"
"1","American Sign Language",10,"produces","ball","BALL",0
"2","American Sign Language",18,"produces","ball","BALL",0.666666666666667
"3","American Sign Language",21,"produces","ball","BALL",1
"4","American Sign Language",23,"produces","ball","BALL",1
"5","American Sign Language",24,"produces","ball","BALL",1
"6","American Sign Language",27,"produces","ball","BALL",1
"7","American Sign Language",30,"produces","ball","BALL",1
"8","American Sign Language",31,"produces","ball","BALL",1
"9","American Sign Language",32,"produces","ball","BALL",1
"10","American Sign Language",34,"produces","ball","BALL",1
"11","British Sign Language",8,"produces","ball","ball",0
"12","British Sign Language",9,"produces","ball","ball",0
"13","British Sign Language",10,"produces","ball","ball",0
"14","British Sign Language",11,"produces","ball","ball",0.166666666666667
"15","British Sign Language",12,"produces","ball","ball",0
"16","British Sign Language",13,"produces","ball","ball",0
"17","British Sign Language",14,"produces","ball","ball",0.142857142857143
"18","British Sign Language",15,"produces","ball","ball",0.166666666666667
"19","British Sign Language",16,"produces","ball","ball",0.285714285714286
"20","British Sign Language",17,"produces","ball","ball",0.428571428571429
"21","British Sign Language",18,"produces","ball","ball",0.5
"22","British Sign Language",19,"produces","ball","ball",0.5
"23","British Sign Language",20,"produces","ball","ball",0.909090909090909
"24","British Sign Language",21,"produces","ball","ball",0.6
"25","British Sign Language",22,"produces","ball","ball",0.666666666666667
"26","British Sign Language",23,"produces","ball","ball",0.857142857142857
"27","British Sign Language",24,"produces","ball","ball",0.8
"28","British Sign Language",25,"produces","ball","ball",0.571428571428571
"29","British Sign Language",26,"produces","ball","ball",1
"30","British Sign Language",27,"produces","ball","ball",1
"31","British Sign Language",28,"produces","ball","ball",1
"32","British Sign Language",29,"produces","ball","ball",1
"33","British Sign Language",30,"produces","ball","ball",1
"34","British Sign Language",32,"produces","ball","ball",1
"35","British Sign Language",33,"produces","ball","ball",1
"36","British Sign Language",36,"produces","ball","ball",1
"37","Cantonese",16,"produces","ball","波",0.511111111111111
"38","Cantonese",17,"produces","ball","波",0.672131147540984
"39","Cantonese",18,"produces","ball","波",0.772727272727273
"40","Cantonese",19,"produces","ball","波",0.787878787878788
"41","Cantonese",20,"produces","ball","波",0.89041095890411
"42","Cantonese",21,"produces","ball","波",0.875
"43","Cantonese",22,"produces","ball","波",0.888888888888889
"44","Cantonese",23,"produces","ball","波",0.918918918918919
"45","Cantonese",24,"produces","ball","波",0.941176470588235
"46","Cantonese",25,"produces","ball","波",0.984615384615385
"47","Cantonese",26,"produces","ball","波",0.970149253731343
"48","Cantonese",27,"produces","ball","波",1
"49","Cantonese",28,"produces","ball","波",0.96969696969697
"50","Cantonese",29,"produces","ball","波",0.985915492957746
"51","Cantonese",30,"produces","ball","波",1
"52","Croatian",8,"produces","ball","lopta",0
"53","Croatian",9,"produces","ball","lopta",0
"54","Croatian",10,"produces","ball","lopta",0.0454545454545455
"55","Croatian",11,"produces","ball","lopta",0
"56","Croatian",12,"produces","ball","lopta",0.0571428571428571
"57","Croatian",13,"produces","ball","lopta",0.0588235294117647
"58","Croatian",14,"produces","ball","lopta",0.107142857142857
"59","Croatian",15,"produces","ball","lopta",0.125
"60","Croatian",16,"produces","ball","lopta",0.468085106382979
"61","Croatian",17,"produces","ball","lopta",0.2
"62","Croatian",18,"produces","ball","lopta",0.363636363636364
"63","Croatian",19,"produces","ball","lopta",0.523809523809524
"64","Croatian",20,"produces","ball","lopta",0.576923076923077
"65","Croatian",21,"produces","ball","lopta",0.620689655172414
"66","Croatian",22,"produces","ball","lopta",0.75
"67","Croatian",23,"produces","ball","lopta",0.846153846153846
"68","Croatian",24,"produces","ball","lopta",0.833333333333333
"69","Croatian",25,"produces","ball","lopta",0.833333333333333
"70","Croatian",26,"produces","ball","lopta",0.862068965517241
"71","Croatian",27,"produces","ball","lopta",0.92
"72","Croatian",28,"produces","ball","lopta",1
"73","Croatian",29,"produces","ball","lopta",0.928571428571429
"74","Croatian",30,"produces","ball","lopta",1
"75","Danish",8,"produces","ball","bold",0
"76","Danish",9,"produces","ball","bold",0
"77","Danish",10,"produces","ball","bold",0.00549450549450549
"78","Danish",11,"produces","ball","bold",0.02
"79","Danish",12,"produces","ball","bold",0.0265957446808511
"80","Danish",13,"produces","ball","bold",0.0509259259259259
"81","Danish",14,"produces","ball","bold",0.0786516853932584
"82","Danish",15,"produces","ball","bold",0.137931034482759
"83","Danish",16,"produces","ball","bold",0.239554317548747
"84","Danish",17,"produces","ball","bold",0.320809248554913
"85","Danish",18,"produces","ball","bold",0.458100558659218
"86","Danish",19,"produces","ball","bold",0.534626038781163
"87","Danish",20,"produces","ball","bold",0.670391061452514
"88","Danish",21,"produces","ball","bold",0.716101694915254
"89","Danish",22,"produces","ball","bold",0.842553191489362
"90","Danish",23,"produces","ball","bold",0.847368421052632
"91","Danish",24,"produces","ball","bold",0.907407407407407
"92","Danish",25,"produces","ball","bold",0.91304347826087
"93","Danish",26,"produces","ball","bold",0.951456310679612
"94","Danish",27,"produces","ball","bold",0.943181818181818
"95","Danish",28,"produces","ball","bold",0.952631578947368
"96","Danish",29,"produces","ball","bold",0.956043956043956
"97","Danish",30,"produces","ball","bold",0.988439306358382
"98","Danish",31,"produces","ball","bold",0.982857142857143
"99","Danish",32,"produces","ball","bold",0.986013986013986
"100","Danish",33,"produces","ball","bold",0.986754966887417
"101","Danish",34,"produces","ball","bold",1
"102","Danish",35,"produces","ball","bold",0.991150442477876
"103","Danish",36,"produces","ball","bold",1
"104","English (American)",8,"produces","ball","ball",0.0285714285714286
"105","English (American)",9,"produces","ball","ball",0.0212765957446809
"106","English (American)",10,"produces","ball","ball",0.0451612903225806
"107","English (American)",11,"produces","ball","ball",0.127659574468085
"108","English (American)",12,"produces","ball","ball",0.223776223776224
"109","English (American)",13,"produces","ball","ball",0.376623376623377
"110","English (American)",14,"produces","ball","ball",0.484615384615385
"111","English (American)",15,"produces","ball","ball",0.537190082644628
"112","English (American)",16,"produces","ball","ball",0.75417661097852
"113","English (American)",17,"produces","ball","ball",0.798342541436464
"114","English (American)",18,"produces","ball","ball",0.884030418250951
"115","English (American)",19,"produces","ball","ball",0.914634146341463
"116","English (American)",20,"produces","ball","ball",0.952554744525547
"117","English (American)",21,"produces","ball","ball",0.940886699507389
"118","English (American)",22,"produces","ball","ball",0.96
"119","English (American)",23,"produces","ball","ball",0.977099236641221
"120","English (American)",24,"produces","ball","ball",0.963979416809606
"121","English (American)",25,"produces","ball","ball",0.972972972972973
"122","English (American)",26,"produces","ball","ball",0.983425414364641
"123","English (American)",27,"produces","ball","ball",0.979487179487179
"124","English (American)",28,"produces","ball","ball",0.994981179422836
"125","English (American)",29,"produces","ball","ball",0.97979797979798
"126","English (American)",30,"produces","ball","ball",0.993220338983051
"127","English (Australian)",12,"produces","ball","ball",0.140845070422535
"128","English (Australian)",13,"produces","ball","ball",0.171875
"129","English (Australian)",14,"produces","ball","ball",0.414414414414414
"130","English (Australian)",15,"produces","ball","ball",0.478260869565217
"131","English (Australian)",16,"produces","ball","ball",0.65
"132","English (Australian)",17,"produces","ball","ball",0.701923076923077
"133","English (Australian)",18,"produces","ball","ball",0.779816513761468
"134","English (Australian)",19,"produces","ball","ball",0.887096774193548
"135","English (Australian)",20,"produces","ball","ball",0.987179487179487
"136","English (Australian)",21,"produces","ball","ball",0.882352941176471
"137","English (Australian)",22,"produces","ball","ball",0.972602739726027
"138","English (Australian)",23,"produces","ball","ball",0.985915492957746
"139","English (Australian)",24,"produces","ball","ball",0.960526315789474
"140","English (Australian)",25,"produces","ball","ball",0.988235294117647
"141","English (Australian)",26,"produces","ball","ball",0.974025974025974
"142","English (Australian)",27,"produces","ball","ball",0.972222222222222
"143","English (Australian)",28,"produces","ball","ball",1
"144","English (Australian)",29,"produces","ball","ball",0.969230769230769
"145","English (Australian)",30,"produces","ball","ball",1
"146","English (British)",12,"produces","ball","ball",0.148148148148148
"147","English (British)",13,"produces","ball","ball",0.142857142857143
"148","English (British)",14,"produces","ball","ball",0.234375
"149","English (British)",15,"produces","ball","ball",0.340909090909091
"150","English (British)",16,"produces","ball","ball",0.406779661016949
"151","English (British)",17,"produces","ball","ball",0.593908629441624
"152","English (British)",18,"produces","ball","ball",0.601694915254237
"153","English (British)",19,"produces","ball","ball",0.73394495412844
"154","English (British)",20,"produces","ball","ball",0.821917808219178
"155","English (British)",21,"produces","ball","ball",0.865853658536585
"156","English (British)",22,"produces","ball","ball",0.912162162162162
"157","English (British)",23,"produces","ball","ball",0.906828119744366
"158","English (British)",24,"produces","ball","ball",0.91658971991382
"159","English (British)",25,"produces","ball","ball",0.913404507710557
"160","English (British)",26,"produces","ball","ball",0.918439716312057
"161","English (British)",27,"produces","ball","ball",0.919463087248322
"162","English (British)",28,"produces","ball","ball",0.881720430107527
"163","English (British)",29,"produces","ball","ball",0.9
"164","English (British)",30,"produces","ball","ball",1
"165","English (British)",31,"produces","ball","ball",1
"166","English (British)",32,"produces","ball","ball",0.962962962962963
"167","English (British)",33,"produces","ball","ball",0.933333333333333
"168","English (British)",34,"produces","ball","ball",0.8
"169","English (British)",35,"produces","ball","ball",0.8
"170","French (French)",8,"produces","ball","balle, ballon",0
"171","French (French)",9,"produces","ball","balle, ballon",0
"172","French (French)",11,"produces","ball","balle, ballon",0.0535714285714286
"173","French (French)",12,"produces","ball","balle, ballon",0
"174","French (French)",13,"produces","ball","balle, ballon",0.0465116279069767
"175","French (French)",14,"produces","ball","balle, ballon",0.0208333333333333
"176","French (French)",16,"produces","ball","balle, ballon",0.145833333333333
"177","French (French)",17,"produces","ball","balle, ballon",0.25
"178","French (French)",19,"produces","ball","balle, ballon",0.5
"179","French (French)",20,"produces","ball","balle, ballon",0.5125
"180","French (French)",21,"produces","ball","balle, ballon",0.5625
"181","French (French)",22,"produces","ball","balle, ballon",0.658536585365854
"182","French (French)",23,"produces","ball","balle, ballon",0.647887323943662
"183","French (French)",24,"produces","ball","balle, ballon",0.715384615384615
"184","French (French)",25,"produces","ball","balle, ballon",0.75
"185","French (French)",26,"produces","ball","balle, ballon",0.703125
"186","French (French)",27,"produces","ball","balle, ballon",0.807692307692308
"187","French (French)",28,"produces","ball","balle, ballon",0.852941176470588
"188","French (French)",29,"produces","ball","balle, ballon",0.828571428571429
"189","French (French)",30,"produces","ball","balle, ballon",0.862068965517241
"190","French (Quebecois)",8,"produces","ball","ballon, balle",0
"191","French (Quebecois)",9,"produces","ball","ballon, balle",0.0169491525423729
"192","French (Quebecois)",10,"produces","ball","ballon, balle",0.0181818181818182
"193","French (Quebecois)",11,"produces","ball","ballon, balle",0.0172413793103448
"194","French (Quebecois)",12,"produces","ball","ballon, balle",0.0616438356164384
"195","French (Quebecois)",13,"produces","ball","ballon, balle",0.121428571428571
"196","French (Quebecois)",14,"produces","ball","ballon, balle",0.188679245283019
"197","French (Quebecois)",15,"produces","ball","ballon, balle",0.346774193548387
"198","French (Quebecois)",16,"produces","ball","ballon, balle",0.357894736842105
"199","French (Quebecois)",17,"produces","ball","balle, ballon",0.576923076923077
"200","French (Quebecois)",18,"produces","ball","balle, ballon",0.546296296296296
"201","French (Quebecois)",19,"produces","ball","balle, ballon",0.675925925925926
"202","French (Quebecois)",20,"produces","ball","balle, ballon",0.698412698412698
"203","French (Quebecois)",21,"produces","ball","balle, ballon",0.798387096774194
"204","French (Quebecois)",22,"produces","ball","balle, ballon",0.780701754385965
"205","French (Quebecois)",23,"produces","ball","balle, ballon",0.865384615384615
"206","French (Quebecois)",24,"produces","ball","balle, ballon",0.87037037037037
"207","French (Quebecois)",25,"produces","ball","balle, ballon",0.827586206896552
"208","French (Quebecois)",26,"produces","ball","balle, ballon",0.868421052631579
"209","French (Quebecois)",27,"produces","ball","balle, ballon",0.889830508474576
"210","French (Quebecois)",28,"produces","ball","balle, ballon",0.933962264150943
"211","French (Quebecois)",29,"produces","ball","balle, ballon",0.990566037735849
"212","French (Quebecois)",30,"produces","ball","balle, ballon",0.913461538461538
"213","German",18,"produces","ball","Ball",0.764705882352941
"214","German",19,"produces","ball","Ball",0.822784810126582
"215","German",20,"produces","ball","Ball",0.8125
"216","German",21,"produces","ball","Ball",0.883116883116883
"217","German",22,"produces","ball","Ball",0.863157894736842
"218","German",23,"produces","ball","Ball",0.968421052631579
"219","German",24,"produces","ball","Ball",0.951456310679612
"220","German",25,"produces","ball","Ball",0.936842105263158
"221","German",26,"produces","ball","Ball",0.978260869565217
"222","German",27,"produces","ball","Ball",0.97752808988764
"223","German",28,"produces","ball","Ball",0.989247311827957
"224","German",29,"produces","ball","Ball",1
"225","German",30,"produces","ball","Ball",1
"226","Greek (Cypriot)",18,"produces","ball","μπάλα",0.688888888888889
"227","Greek (Cypriot)",21,"produces","ball","μπάλα",0.777777777777778
"228","Greek (Cypriot)",24,"produces","ball","μπάλα",0.875
"229","Greek (Cypriot)",27,"produces","ball","μπάλα",0.96551724137931
"230","Greek (Cypriot)",30,"produces","ball","μπάλα",0.970588235294118
"231","Hebrew",12,"produces","ball","כדור",0
"232","Hebrew",15,"produces","ball","כדור",0
"233","Hebrew",16,"produces","ball","כדור",0.5
"234","Hebrew",19,"produces","ball","כדור",0.857142857142857
"235","Hebrew",20,"produces","ball","כדור",0.857142857142857
"236","Hebrew",21,"produces","ball","כדור",1
"237","Hebrew",22,"produces","ball","כדור",1
"238","Hebrew",23,"produces","ball","כדור",0.9
"239","Hebrew",24,"produces","ball","כדור",1
"240","Hebrew",25,"produces","ball","כדור",0.951219512195122
"241","Hebrew",26,"produces","ball","כדור",0.948717948717949
"242","Hebrew",27,"produces","ball","כדור",1
"243","Hebrew",28,"produces","ball","כדור",1
"244","Hebrew",29,"produces","ball","כדור",0.956521739130435
"245","Hebrew",30,"produces","ball","כדור",1
"246","Hebrew",31,"produces","ball","כדור",0.9375
"247","Hebrew",32,"produces","ball","כדור",1
"248","Hebrew",33,"produces","ball","כדור",0.904761904761905
"249","Hebrew",34,"produces","ball","כדור",1
"250","Hebrew",35,"produces","ball","כדור",0.875
"251","Italian",7,"produces","ball","palla",0
"252","Italian",8,"produces","ball","palla",0
"253","Italian",9,"produces","ball","palla",0.0789473684210526
"254","Italian",10,"produces","ball","palla",0.0377358490566038
"255","Italian",11,"produces","ball","palla",0.0714285714285714
"256","Italian",12,"produces","ball","palla",0.115942028985507
"257","Italian",13,"produces","ball","palla",0.229166666666667
"258","Italian",14,"produces","ball","palla",0.25
"259","Italian",15,"produces","ball","palla",0.323529411764706
"260","Italian",16,"produces","ball","palla",0.357142857142857
"261","Italian",17,"produces","ball","palla",0.479166666666667
"262","Italian",18,"produces","ball","palla",0.573333333333333
"263","Italian",19,"produces","ball","palla",0.689655172413793
"264","Italian",20,"produces","ball","palla",0.674698795180723
"265","Italian",21,"produces","ball","palla",0.776119402985075
"266","Italian",22,"produces","ball","palla",0.792207792207792
"267","Italian",23,"produces","ball","palla",0.942857142857143
"268","Italian",24,"produces","ball","palla",0.929411764705882
"269","Italian",25,"produces","ball","palla",0.923076923076923
"270","Italian",26,"produces","ball","palla",0.951219512195122
"271","Italian",27,"produces","ball","palla",0.930232558139535
"272","Italian",28,"produces","ball","palla",0.954545454545455
"273","Italian",29,"produces","ball","palla",0.972972972972973
"274","Italian",30,"produces","ball","palla",0.985074626865672
"275","Italian",31,"produces","ball","palla",0.894736842105263
"276","Italian",32,"produces","ball","palla",0.956521739130435
"277","Italian",33,"produces","ball","palla",1
"278","Italian",34,"produces","ball","palla",0.947368421052632
"279","Italian",35,"produces","ball","palla",1
"280","Italian",36,"produces","ball","palla",0.952380952380952
"281","Kiswahili",9,"produces","ball","Mpira/Boli",0.8
"282","Kiswahili",10,"produces","ball","Mpira/Boli",0.75
"283","Kiswahili",11,"produces","ball","Mpira/Boli",0.571428571428571
"284","Kiswahili",12,"produces","ball","Mpira/Boli",0.714285714285714
"285","Kiswahili",13,"produces","ball","Mpira/Boli",1
"286","Kiswahili",14,"produces","ball","Mpira/Boli",0.428571428571429
"287","Kiswahili",22,"produces","ball","Mpira/Boli",1
"288","Kiswahili",23,"produces","ball","Mpira/Boli",0.8
"289","Kiswahili",24,"produces","ball","Mpira/Boli",0.866666666666667
"290","Kiswahili",25,"produces","ball","Mpira/Boli",0.769230769230769
"291","Kiswahili",26,"produces","ball","Mpira/Boli",0.866666666666667
"292","Kiswahili",27,"produces","ball","Mpira/Boli",1
"293","Kiswahili",28,"produces","ball","Mpira/Boli",1
"294","Kiswahili",29,"produces","ball","Mpira/Boli",0.888888888888889
"295","Korean",8,"produces","ball","공",0
"296","Korean",9,"produces","ball","공",0
"297","Korean",10,"produces","ball","공",0.0166666666666667
"298","Korean",11,"produces","ball","공",0.0461538461538462
"299","Korean",12,"produces","ball","공",0.05
"300","Korean",13,"produces","ball","공",0.2
"301","Korean",14,"produces","ball","공",0.19672131147541
"302","Korean",15,"produces","ball","공",0.241935483870968
"303","Korean",16,"produces","ball","공",0.26984126984127
"304","Korean",17,"produces","ball","공",0.372881355932203
"305","Korean",18,"produces","ball","공",0.615384615384615
"306","Korean",19,"produces","ball","공",0.634920634920635
"307","Korean",20,"produces","ball","공",0.661290322580645
"308","Korean",21,"produces","ball","공",0.745762711864407
"309","Korean",22,"produces","ball","공",0.779411764705882
"310","Korean",23,"produces","ball","공",0.791044776119403
"311","Korean",24,"produces","ball","공",0.88
"312","Korean",25,"produces","ball","공",0.930555555555556
"313","Korean",26,"produces","ball","공",0.90625
"314","Korean",27,"produces","ball","공",0.95
"315","Korean",28,"produces","ball","공",0.957142857142857
"316","Korean",29,"produces","ball","공",0.945205479452055
"317","Korean",30,"produces","ball","공",0.938461538461538
"318","Korean",31,"produces","ball","공",0.985294117647059
"319","Korean",32,"produces","ball","공",0.952380952380952
"320","Korean",33,"produces","ball","공",0.986301369863014
"321","Korean",34,"produces","ball","공",0.985714285714286
"322","Korean",35,"produces","ball","공",0.967741935483871
"323","Korean",36,"produces","ball","공",0.985507246376812
"324","Mandarin",12,"produces","ball","皮球",0
"325","Mandarin",13,"produces","ball","皮球",0.02
"326","Mandarin",14,"produces","ball","皮球",0.0208333333333333
"327","Mandarin",15,"produces","ball","皮球",0.0217391304347826
"328","Mandarin",16,"produces","ball","皮球, 汽球",0.36036036036036
"329","Mandarin",17,"produces","ball","皮球, 球, 汽球",0.552631578947368
"330","Mandarin",18,"produces","ball","皮球, 球, 汽球",0.52046783625731
"331","Mandarin",19,"produces","ball","皮球, 球, 汽球",0.635294117647059
"332","Mandarin",20,"produces","ball","皮球, 球, 汽球",0.64327485380117
"333","Mandarin",21,"produces","ball","皮球, 球, 汽球",0.68452380952381
"334","Mandarin",22,"produces","ball","皮球, 球, 汽球",0.742331288343558
"335","Mandarin",23,"produces","ball","皮球, 球, 汽球",0.835294117647059
"336","Mandarin",24,"produces","ball","皮球, 球, 汽球",0.811764705882353
"337","Mandarin",25,"produces","ball","皮球, 球, 汽球",0.858974358974359
"338","Mandarin",26,"produces","ball","皮球, 球, 汽球",0.878787878787879
"339","Mandarin",27,"produces","ball","皮球, 球, 汽球",0.886075949367089
"340","Mandarin",28,"produces","ball","皮球, 球, 汽球",0.905063291139241
"341","Mandarin",29,"produces","ball","皮球, 球, 汽球",0.928571428571429
"342","Mandarin",30,"produces","ball","皮球, 球, 汽球",0.926666666666667
"343","Norwegian",8,"produces","ball","ball",0.015748031496063
"344","Norwegian",9,"produces","ball","ball",0.0220994475138122
"345","Norwegian",10,"produces","ball","ball",0.0649350649350649
"346","Norwegian",11,"produces","ball","ball",0.087378640776699
"347","Norwegian",12,"produces","ball","ball",0.145748987854251
"348","Norwegian",13,"produces","ball","ball",0.207692307692308
"349","Norwegian",14,"produces","ball","ball",0.3046875
"350","Norwegian",15,"produces","ball","ball",0.45
"351","Norwegian",16,"produces","ball","ball",0.560096153846154
"352","Norwegian",17,"produces","ball","ball",0.63169164882227
"353","Norwegian",18,"produces","ball","ball",0.74
"354","Norwegian",19,"produces","ball","ball",0.789189189189189
"355","Norwegian",20,"produces","ball","ball",0.869947275922671
"356","Norwegian",21,"produces","ball","ball",0.895104895104895
"357","Norwegian",22,"produces","ball","ball",0.918544194107452
"358","Norwegian",23,"produces","ball","ball",0.94954954954955
"359","Norwegian",24,"produces","ball","ball",0.947811447811448
"360","Norwegian",25,"produces","ball","ball",0.972136222910217
"361","Norwegian",26,"produces","ball","ball",0.97
"362","Norwegian",27,"produces","ball","ball",0.973025048169557
"363","Norwegian",28,"produces","ball","ball",0.973231357552581
"364","Norwegian",29,"produces","ball","ball",0.976190476190476
"365","Norwegian",30,"produces","ball","ball",0.989754098360656
"366","Norwegian",31,"produces","ball","ball",0.980728051391863
"367","Norwegian",32,"produces","ball","ball",0.986206896551724
"368","Norwegian",33,"produces","ball","ball",0.988372093023256
"369","Norwegian",34,"produces","ball","ball",0.992462311557789
"370","Norwegian",35,"produces","ball","ball",0.990338164251208
"371","Norwegian",36,"produces","ball","ball",0.978070175438597
"372","Russian",8,"produces","ball","мяч",0
"373","Russian",9,"produces","ball","мяч",0
"374","Russian",10,"produces","ball","мяч",0.0158730158730159
"375","Russian",11,"produces","ball","мяч",0
"376","Russian",12,"produces","ball","мяч",0.0394736842105263
"377","Russian",13,"produces","ball","мяч",0.0273972602739726
"378","Russian",14,"produces","ball","мяч",0.10126582278481
"379","Russian",15,"produces","ball","мяч",0.0987654320987654
"380","Russian",16,"produces","ball","мяч",0.123456790123457
"381","Russian",17,"produces","ball","мяч",0.2625
"382","Russian",18,"produces","ball","мяч",0.342857142857143
"383","Russian",19,"produces","ball","мяч",0.463414634146341
"384","Russian",20,"produces","ball","мяч",0.533333333333333
"385","Russian",21,"produces","ball","мяч",0.697674418604651
"386","Russian",22,"produces","ball","мяч",0.764705882352941
"387","Russian",23,"produces","ball","мяч",0.875
"388","Russian",24,"produces","ball","мяч",0.885245901639344
"389","Russian",25,"produces","ball","мяч",0.878787878787879
"390","Russian",26,"produces","ball","мяч",0.846153846153846
"391","Russian",27,"produces","ball","мяч",0.833333333333333
"392","Russian",28,"produces","ball","мяч",0.933333333333333
"393","Russian",29,"produces","ball","мяч",0.982758620689655
"394","Russian",30,"produces","ball","мяч",0.922077922077922
"395","Russian",31,"produces","ball","мяч",0.983606557377049
"396","Russian",32,"produces","ball","мяч",0.945454545454545
"397","Russian",33,"produces","ball","мяч",0.909090909090909
"398","Russian",34,"produces","ball","мяч",0.948275862068966
"399","Russian",35,"produces","ball","мяч",1
"400","Russian",36,"produces","ball","мяч",1
"401","Slovak",8,"produces","ball","guľka, lopta / gól",0.0136986301369863
"402","Slovak",9,"produces","ball","guľka, lopta / gól",0.00847457627118644
"403","Slovak",10,"produces","ball","guľka, lopta / gól",0.0479452054794521
"404","Slovak",11,"produces","ball","guľka, lopta / gól",0.0806451612903226
"405","Slovak",12,"produces","ball","guľka, lopta / gól",0.120253164556962
"406","Slovak",13,"produces","ball","guľka, lopta / gól",0.25
"407","Slovak",14,"produces","ball","guľka, lopta / gól",0.256410256410256
"408","Slovak",15,"produces","ball","guľka, lopta / gól",0.28735632183908
"409","Slovak",16,"produces","ball","guľka, lopta / gól",0.367647058823529
"410","Slovak",17,"produces","ball","guľka, lopta / gól",0.15
"411","Slovak",18,"produces","ball","guľka, lopta / gól",0.276923076923077
"412","Slovak",19,"produces","ball","guľka, lopta / gól",0.267857142857143
"413","Slovak",20,"produces","ball","guľka, lopta / gól",0.459677419354839
"414","Slovak",21,"produces","ball","guľka, lopta / gól",0.45679012345679
"415","Slovak",22,"produces","ball","guľka, lopta / gól",0.518867924528302
"416","Slovak",23,"produces","ball","guľka, lopta / gól",0.584745762711864
"417","Slovak",24,"produces","ball","guľka, lopta / gól",0.703389830508475
"418","Slovak",25,"produces","ball","guľka, lopta / gól",0.695652173913043
"419","Slovak",26,"produces","ball","guľka, lopta / gól",0.865384615384615
"420","Slovak",27,"produces","ball","guľka, lopta / gól",0.838709677419355
"421","Slovak",28,"produces","ball","guľka, lopta / gól",0.767441860465116
"422","Slovak",29,"produces","ball","guľka, lopta / gól",0.82
"423","Slovak",30,"produces","ball","guľka, lopta / gól",0.775510204081633
"424","Slovak",31,"produces","ball","guľka, lopta / gól",0.793103448275862
"425","Slovak",32,"produces","ball","guľka, lopta / gól",0.9
"426","Slovak",33,"produces","ball","guľka, lopta / gól",0.977272727272727
"427","Slovak",34,"produces","ball","guľka, lopta / gól",0.814814814814815
"428","Slovak",35,"produces","ball","guľka, lopta / gól",0.851851851851852
"429","Slovak",36,"produces","ball","guľka, lopta / gól",0.8125
"430","Spanish (Mexican)",8,"produces","ball","pelota",0
"431","Spanish (Mexican)",9,"produces","ball","pelota",0.015625
"432","Spanish (Mexican)",10,"produces","ball","pelota",0.0140845070422535
"433","Spanish (Mexican)",11,"produces","ball","pelota",0.0447761194029851
"434","Spanish (Mexican)",12,"produces","ball","pelota",0.0898876404494382
"435","Spanish (Mexican)",13,"produces","ball","pelota",0.180722891566265
"436","Spanish (Mexican)",14,"produces","ball","pelota",0.131578947368421
"437","Spanish (Mexican)",15,"produces","ball","pelota",0.180327868852459
"438","Spanish (Mexican)",16,"produces","ball","pelota",0.372549019607843
"439","Spanish (Mexican)",17,"produces","ball","pelota",0.447154471544715
"440","Spanish (Mexican)",18,"produces","ball","pelota",0.536423841059603
"441","Spanish (Mexican)",19,"produces","ball","pelota",0.682926829268293
"442","Spanish (Mexican)",20,"produces","ball","pelota",0.696969696969697
"443","Spanish (Mexican)",21,"produces","ball","pelota",0.717647058823529
"444","Spanish (Mexican)",22,"produces","ball","pelota",0.775862068965517
"445","Spanish (Mexican)",23,"produces","ball","pelota",0.818181818181818
"446","Spanish (Mexican)",24,"produces","ball","pelota",0.858695652173913
"447","Spanish (Mexican)",25,"produces","ball","pelota",0.906976744186046
"448","Spanish (Mexican)",26,"produces","ball","pelota",0.905405405405405
"449","Spanish (Mexican)",27,"produces","ball","pelota",0.972222222222222
"450","Spanish (Mexican)",28,"produces","ball","pelota",0.939024390243902
"451","Spanish (Mexican)",29,"produces","ball","pelota",0.946666666666667
"452","Spanish (Mexican)",30,"produces","ball","pelota",0.969230769230769
"453","Swedish",8,"produces","ball","boll",0
"454","Swedish",10,"produces","ball","boll",0.0185185185185185
"455","Swedish",11,"produces","ball","boll",0
"456","Swedish",12,"produces","ball","boll",0.0632911392405063
"457","Swedish",13,"produces","ball","boll",0
"458","Swedish",14,"produces","ball","boll",0.137096774193548
"459","Swedish",15,"produces","ball","boll",0.230769230769231
"460","Swedish",16,"produces","ball","boll",0.29874213836478
"461","Swedish",19,"produces","ball","boll",0.598684210526316
"462","Swedish",22,"produces","ball","boll",0.804560260586319
"463","Swedish",25,"produces","ball","boll",0.916083916083916
"464","Swedish",28,"produces","ball","boll",0.956834532374101
"465","Turkish",8,"produces","ball","Top",0.0142857142857143
"466","Turkish",9,"produces","ball","Top",0.024
"467","Turkish",10,"produces","ball","Top",0.0692307692307692
"468","Turkish",11,"produces","ball","Top",0.048
"469","Turkish",12,"produces","ball","Top",0.0833333333333333
"470","Turkish",13,"produces","ball","Top",0.139344262295082
"471","Turkish",14,"produces","ball","Top",0.224489795918367
"472","Turkish",15,"produces","ball","Top",0.312977099236641
"473","Turkish",16,"produces","ball","Top",0.483695652173913
"474","Turkish",17,"produces","ball","Top",0.579439252336449
"475","Turkish",18,"produces","ball","Top",0.640625
"476","Turkish",19,"produces","ball","Top",0.727272727272727
"477","Turkish",20,"produces","ball","Top",0.73109243697479
"478","Turkish",21,"produces","ball","Top",0.758064516129032
"479","Turkish",22,"produces","ball","Top",0.738095238095238
"480","Turkish",23,"produces","ball","Top",0.816793893129771
"481","Turkish",24,"produces","ball","Top",0.877358490566038
"482","Turkish",25,"produces","ball","Top",0.894308943089431
"483","Turkish",26,"produces","ball","Top",0.910569105691057
