medal_date,athlete_name,country_code,discipline_code,event,Gold,Silver,Bronze
2021-08-07T00:00:00Z,VINCENT-LAPOINTE Laurence,CAN,CSP,Women's Canoe Double 500m,0,0,1
2021-08-07T00:00:00Z,VINCENT Katie,CAN,CSP,Women's Canoe Double 500m,0,0,1
2021-08-07T00:00:00Z,BODONYI Dora,HUN,CSP,Women's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,KOZAK Danuta,HUN,CSP,Women's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,CSIPES Tamara,HUN,CSP,Women's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,KARASZ Anna,HUN,CSP,Women's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,LITVINCHUK Maryna,BLR,CSP,Women's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,MAKHNEVA Marharyta,BLR,CSP,Women's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,PAPOK Nadzeya,BLR,CSP,Women's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,KHUDZENKA Volha,BLR,CSP,Women's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,"NAJA Karolina",POL,CSP,Women's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,PULAWSKA Anna,POL,CSP,Women's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,ISKRZYCKA Justyna,POL,CSP,Women's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,WISNIEWSKA Helena,POL,CSP,Women's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,HANSEN Lasse Norman,DEN,CTR,Men's Madison,1,0,0
2021-08-07T00:00:00Z,MORKOV Michael,DEN,CTR,Men's Madison,1,0,0
2021-08-07T00:00:00Z,WALLS Matthew,GBR,CTR,Men's Madison,0,1,0
2021-08-07T00:00:00Z,HAYTER Ethan,GBR,CTR,Men's Madison,0,1,0
2021-08-07T00:00:00Z,GRONDIN Donavan,FRA,CTR,Men's Madison,0,0,1
2021-08-07T00:00:00Z,THOMAS Benjamin,FRA,CTR,Men's Madison,0,0,1
2021-08-07T00:00:00Z,CAO Yuan,CHN,DIV,Men's 10m Platform,1,0,0
2021-08-07T00:00:00Z,YANG Jian,CHN,DIV,Men's 10m Platform,0,1,0
2021-08-07T00:00:00Z,DALEY Thomas,GBR,DIV,Men's 10m Platform,0,0,1
2021-08-07T00:00:00Z,von ECKERMANN Henrik,SWE,EQU,Jumping Team,1,0,0
2021-08-07T00:00:00Z,BARYARD-JOHNSSON Malin,SWE,EQU,Jumping Team,1,0,0
2021-08-07T00:00:00Z,FREDRICSON Peder,SWE,EQU,Jumping Team,1,0,0
2021-08-07T00:00:00Z,SPRINGSTEEN Jessica,USA,EQU,Jumping Team,0,1,0
2021-08-07T00:00:00Z,KRAUT Laura,USA,EQU,Jumping Team,0,1,0
2021-08-07T00:00:00Z,WARD McLain,USA,EQU,Jumping Team,0,1,0
2021-08-07T00:00:00Z,DEVOS Pieter,BEL,EQU,Jumping Team,0,0,1
2021-08-07T00:00:00Z,GUERY Jerome,BEL,EQU,Jumping Team,0,0,1
2021-08-07T00:00:00Z,WATHELET Gregory,BEL,EQU,Jumping Team,0,0,1
2021-08-07T00:00:00Z,CLAUDINHO,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,SANTOS,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,ANTONY,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,ABNER,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,BRENNO,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,FUCHS Bruno,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,GUIMARAES Bruno,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,DOUGLAS LUIZ,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,ALVES Dani,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,DIEGO CARLOS,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,ARANA Guilherme,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,MENINO Gabriel,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,MARTINELLI Gabriel,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,LUCAO,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,CUNHA Matheus,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,NINO,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,MALCOM,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,MATHEUS HENRIQUE,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,PAULINHO,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,RICHARLISON,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,REINIER,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,GRACA Ricardo,BRA,FBL,Men,1,0,0
2021-08-07T00:00:00Z,ZUBIMENDI Martin,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,GIL Oscar,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,MINGUEZA Oscar,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,ASENSIO Marco,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,CEBALLOS Dani,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,CUCURELLA Marc,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,GIL Bryan,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,GONZALEZ Pedri,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,FERNANDEZ Alvaro,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,TORRES Pau,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,GARCIA Eric,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,MERINO Mikel,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,MIR Rafa,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,MIRANDA Juan,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,MONCAYOLA Jon,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,OLMO Dani,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,OYARZABAL Mikel,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,PUADO Javier,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,SIMON Unai,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,SOLER Carlos,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,VALLEJO Jesus,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,VILLAR Ivan,ESP,FBL,Men,0,1,0
2021-08-07T00:00:00Z,MARTIN Henry,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,MALAGON Luis,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,ANGULO Ricardo,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,BELTRAN Fernando,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,AGUIRRE Eduardo,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,AGUIRRE Erick,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,ALVARADO Roberto,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,ANGULO Jesus,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,ANTUNA Uriel,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,CORDOVA Sebastian,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,ESQUIVEL Joaquin,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,JURADO Sebastian,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,LAINEZ Diego,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,LORONA Vladimir,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,MONTES Cesar,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,MORA Adrian,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,OCHOA Guillermo,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,RODRIGUEZ Carlos,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,ROMO Luis,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,SANCHEZ Jorge,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,VASQUEZ Johan,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,VEGA Alexis,MEX,FBL,Men,0,0,1
2021-08-07T00:00:00Z,KORDA Nelly,USA,GLF,Women's Individual Stroke Play,1,0,0
2021-08-07T00:00:00Z,INAMI Mone,JPN,GLF,Women's Individual Stroke Play,0,1,0
2021-08-07T00:00:00Z,KO Lydia,NZL,GLF,Women's Individual Stroke Play,0,0,1
2021-08-07T00:00:00Z,ABALO Luc,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,DESCAT Hugo,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,FABREGAS Ludovic,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,GENTY Yann,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,GERARD Vincent,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,GUIGOU Michael,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,KARABATIC Nikola,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,KARABATIC Luka,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,LAGARDE Romain,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,MAHE Kentin,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,MEM Dika,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,NGUESSAN Timothey,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,PORTE Valentin,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,REMILI Nedim,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,RICHARDSON Melvyn,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,TOURNAT Nicolas,FRA,HBL,Men,1,0,0
2021-08-07T00:00:00Z,ANDERSSON Lasse,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,GIDSEL Mathias,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,HANSEN Johan,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,HOLM Jacob,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,JAKOBSEN Emil,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,LANDIN Magnus,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,LANDIN Niklas,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,MENSAH Mads,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,MOELLGAARD Henrik,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,OLSEN Morten,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,SAUGSTRUP Magnus,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,SVAN Lasse,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,TOFT HANSEN Henrik,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,HANSEN Mikkel,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,MOELLER Kevin,DEN,HBL,Men,0,1,0
2021-08-07T00:00:00Z,GARCIA ROBLEDO Antonio,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,GOMEZ ABELLO Aleix,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,CORRALES RODAL Rodrigo,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,MAQUEDA PENO Jorge,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,SOLE SALA Ferran,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,PEREZ de VARGAS MORENO Gonzalo,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,DUJSHEBAEV DOVICHEBAEVA Alex,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,FIGUERAS TREJO Adrian,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,MORROS de ARGILA Viran,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,ENTRERRIOS RODRIGUEZ Raul,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,GURBINDO MARTINEZ Eduardo,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,SARMIENTO MELIAN Daniel,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,SANCHEZ-MIGALLON NARANJO Miguel,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,FERNANDEZ PEREZ Angel,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,AGUINAGALDE AQUIZU Julen,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,GUARDIOLA VILLAPLANA Gedeon,ESP,HBL,Men,0,0,1
2021-08-07T00:00:00Z,GANJZADEH Sajad,IRI,KTE,Men's Kumite +75kg,1,0,0
2021-08-07T00:00:00Z,HAMEDI Tareg,KSA,KTE,Men's Kumite +75kg,0,1,0
2021-08-07T00:00:00Z,ARAGA Ryutaro,JPN,KTE,Men's Kumite +75kg,0,0,1
2021-08-07T00:00:00Z,AKTAS Ugur,TUR,KTE,Men's Kumite +75kg,0,0,1
2021-08-07T00:00:00Z,ABDELAZIZ Feryal,EGY,KTE,Women's Kumite +61kg,1,0,0
2021-08-07T00:00:00Z,ZARETSKA Iryna,AZE,KTE,Women's Kumite +61kg,0,1,0
2021-08-07T00:00:00Z,GONG Li,CHN,KTE,Women's Kumite +61kg,0,0,1
2021-08-07T00:00:00Z,BERULTSEVA Sofya,KAZ,KTE,Women's Kumite +61kg,0,0,1
2021-08-07T00:00:00Z,CHOONG Joseph,GBR,MPN,Men's Individual,1,0,0
2021-08-07T00:00:00Z,ELGENDY Ahmed,EGY,MPN,Men's Individual,0,1,0
2021-08-07T00:00:00Z,JUN Woongtae,KOR,MPN,Men's Individual,0,0,1
2021-08-07T00:00:00Z,ASHRAM Linoy,ISR,GRY,Individual All-Around,1,0,0
2021-08-07T00:00:00Z,AVERINA Dina,ROC,GRY,Individual All-Around,0,1,0
2021-08-07T00:00:00Z,HARNASKO Alina,BLR,GRY,Individual All-Around,0,0,1
2021-08-07T00:00:00Z,le GOFF Nicolas,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,CHINENYEZE Barthelemy,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,BOYER Stephen,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,BRIZARD Antoine,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,BULTOR Daryl,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,CLEVENOT Trevor,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,GREBENNIKOV Jenia,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,LOUATI Yacine,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,NGAPETH Earvin,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,PATRY Jean,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,TILLIE Kevin,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,TONIUTTI Benjamin,FRA,VVO,Men,1,0,0
2021-08-07T00:00:00Z,KOBZAR Igor,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,PANKOV Pavel,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,VOLVICH Artem,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,KURKAEV Ilyas,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,IAKOVLEV Ivan,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,KLIUKA Egor,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,VOLKOV Dmitry,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,PODLESNYKH Yaroslav,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,BOGDAN Denis,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,MIKHAYLOV Maxim,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,POLETAEV Victor,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,GOLUBEV Valentin,ROC,VVO,Men,0,1,0
2021-08-07T00:00:00Z,de CECCO Luciano,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,SANCHEZ Matias,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,SOLE Sebastian,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,RAMOS Martin,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,LOSER Agustin,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,PEREYRA Federico,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,LIMA Bruno,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,CONTE Facundo,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,POGLAJEN Cristian,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,PALACIOS Ezequiel,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,MENDEZ Nicolas,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,DANANI Santiago,ARG,VVO,Men,0,0,1
2021-08-07T00:00:00Z,FISCHER Aria,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,JOHNSON Ashleigh,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,LONGAN Amanda,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,WILLIAMS Alys,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,NEUSHUL Jamie,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,GILCHRIST Kaleigh,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,FISCHER Makenzie,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,MUSSELMAN Madeline,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,SEIDEMANN Melissa,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,STEFFENS Margaret,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,HAUSCHILD Paige,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,FATTAL Rachel,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,HARALABIDIS Stephanie,USA,WPO,Women,1,0,0
2021-08-07T00:00:00Z,BACH Marta,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,ESPAR LLAQUET Anna,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,ESPAR LLAQUET Clara,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,ESTER RAMOS Laura,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,FORCA ARIZA Judith,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,GARCIA GODOY Maica,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,GONZALEZ LOPEZ Irene,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,LEITON ARRONES Paula,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,ORTIZ Bea,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,PENA Pili,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,SANCHEZ GONZALEZ Maria Elena,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,TARRAGO AYMERICH Roser,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,RUIZ Elena,ESP,WPO,Women,0,1,0
2021-08-07T00:00:00Z,GANGL Edina,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,GARDA Krisztina,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,GURISATTI Greta,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,GYONGYOSSY Aniko,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,ILLES Anna,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,KESZTHELYI Rita,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,LEIMETER Dora,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,MAGYARI Alda,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,PARKES Rebecca,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,RYBANSKA Natasa,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,SZILAGYI Dorottya,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,SZUCS Gabriella,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,VALYI Vanda,HUN,WPO,Women,0,0,1
2021-08-07T00:00:00Z,OTOGURO Takuto,JPN,WRE,Men's Freestyle 65kg,1,0,0
2021-08-07T00:00:00Z,ALIYEV Haji,AZE,WRE,Men's Freestyle 65kg,0,1,0
2021-08-07T00:00:00Z,RASHIDOV Gadzhimurad,ROC,WRE,Men's Freestyle 65kg,0,0,1
2021-08-07T00:00:00Z,BAJRANG Bajrang,IND,WRE,Men's Freestyle 65kg,0,0,1
2021-08-07T00:00:00Z,SADULAEV Abdulrashid,ROC,WRE,Men's Freestyle 97kg,1,0,0
2021-08-07T00:00:00Z,SNYDER Kyle Frederick,USA,WRE,Men's Freestyle 97kg,0,1,0
2021-08-07T00:00:00Z,SALAS PEREZ Reineris,CUB,WRE,Men's Freestyle 97kg,0,0,1
2021-08-07T00:00:00Z,CONYEDO RUANO Abraham de Jesus,ITA,WRE,Men's Freestyle 97kg,0,0,1
2021-08-07T00:00:00Z,SUSAKI Yui,JPN,WRE,Women's Freestyle 50kg,1,0,0
2021-08-07T00:00:00Z,SUN Yanan,CHN,WRE,Women's Freestyle 50kg,0,1,0
2021-08-07T00:00:00Z,STADNIK Mariya,AZE,WRE,Women's Freestyle 50kg,0,0,1
2021-08-07T00:00:00Z,HILDEBRANDT Sarah Ann,USA,WRE,Women's Freestyle 50kg,0,0,1
2021-08-08T00:00:00Z,KIPCHOGE Eliud,KEN,ATH,Men's Marathon,1,0,0
2021-08-08T00:00:00Z,"NAGEEYE Abdi",NED,ATH,Men's Marathon,0,1,0
2021-08-08T00:00:00Z,ABDI Bashir,BEL,ATH,Men's Marathon,0,0,1
2021-08-08T00:00:00Z,ATKINS Ariel,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,WILSON A'ja,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,GRINER Brittney,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,STEWART Breanna,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,GRAY Chelsea,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,LOYD Jewell,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,TAURASI Diana,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,BIRD Sue,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,DIGGINS Skylar,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,FOWLES Sylvia,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,CHARLES Tina,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,COLLIER Napheesa,USA,BKB,Women,1,0,0
2021-08-08T00:00:00Z,MIYOSHI Naho,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,TAKADA Maki,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,MACHIDA Rui,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,MIYAZAWA Yuki,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,MOTOHASHI Nako,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,"NAGAOKA Moeko",JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,HAYASHI Saki,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,MAWULI Evelyn,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,MIYAZAKI Saori,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,AKAHO Himawari,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,OKOYE Monica,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,TODO Nanako,JPN,BKB,Women,0,1,0
2021-08-08T00:00:00Z,FAUTHOUX Marine,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,DUCHET Alix,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,JOHANNES Marine,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,MICHEL Sarah,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,VUKOSAVLJEVIC Valeriane,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,TCHATCHOUANG Diandra,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,MIYEM Endene,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,CHARTEREAU Alexia,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,GRUDA Sandrine,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,RUPERT Iliana,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,CIAK Helena,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,WILLIAMS Gabby,FRA,BKB,Women,0,0,1
2021-08-08T00:00:00Z,CRUZ Andy,CUB,BOX,Men's Light (57-63kg),1,0,0
2021-08-08T00:00:00Z,DAVIS Keyshawn,USA,BOX,Men's Light (57-63kg),0,1,0
2021-08-08T00:00:00Z,JALOLOV Bakhodir,UZB,BOX,Men's Super Heavy (+91kg),1,0,0
2021-08-08T00:00:00Z,TORREZ JR Richard,USA,BOX,Men's Super Heavy (+91kg),0,1,0
2021-08-08T00:00:00Z,HARRINGTON Kellie Anne,IRL,BOX,Women's Light (57-60kg),1,0,0
2021-08-08T00:00:00Z,FERREIRA Beatriz,BRA,BOX,Women's Light (57-60kg),0,1,0
2021-08-08T00:00:00Z,PRICE Lauren,GBR,BOX,Women's Middle (69-75kg),1,0,0
2021-08-08T00:00:00Z,LI Qian,CHN,BOX,Women's Middle (69-75kg),0,1,0
2021-08-08T00:00:00Z,KENNY Jason,GBR,CTR,Men's Keirin,1,0,0
2021-08-08T00:00:00Z,AWANG Mohd Azizulhasni,MAS,CTR,Men's Keirin,0,1,0
2021-08-08T00:00:00Z,LAVREYSEN Harrie,NED,CTR,Men's Keirin,0,0,1
2021-08-08T00:00:00Z,VALENTE Jennifer,USA,CTR,Women's Omnium,1,0,0
2021-08-08T00:00:00Z,KAJIHARA Yumi,JPN,CTR,Women's Omnium,0,1,0
2021-08-08T00:00:00Z,WILD Kirsten,NED,CTR,Women's Omnium,0,0,1
2021-08-08T00:00:00Z,MITCHELL Kelsey,CAN,CTR,Women's Sprint,1,0,0
2021-08-08T00:00:00Z,STARIKOVA Olena,UKR,CTR,Women's Sprint,0,1,0
2021-08-08T00:00:00Z,LEE Wai Sze,HKG,CTR,Women's Sprint,0,0,1
2021-08-08T00:00:00Z,EDWIGE Beatrice,FRA,HBL,Women,1,0,0
2021-08-08T00:00:00Z,NZE MINKO Estelle,FRA,HBL,Women,1,0,0
2021-08-08T00:00:00Z,LEYNAUD Amandine,FRA,HBL,Women,1,0,0
2021-08-08T00:00:00Z,DARLEUX Cleopatre,FRA,HBL,Women,1,0,0
2021-08-08T00:00:00Z,LASSOURCE Coralie,FRA,HBL,Women,1,0,0
